"","Compound","m/z","CCS/z","rsd","X curve","Y curve","CI lo","CI hi","PI lo","PI hi"
"1159","Cytochrome C",631.7992,197.69,0.91,2222.84413043478,268.221391891552,261.803594973469,274.639188809635,216.059413648973,320.383370134132
"1160","Cytochrome C",651.438,196.94,0.02,2243.18672608696,268.45146331183,262.011297069131,274.891629554529,216.286728115232,320.616198508428
"1161","Cytochrome C",814.9306,194.57,1.06,2263.52932173913,268.677016243316,262.214854289294,275.139178197338,216.509560928555,320.844471558077
"1162","Cytochrome C",760.0639,193.57,0.71,2283.8719173913,268.898178849773,262.414386797474,275.381970902072,216.728039725221,321.068317974324
"1163","Cytochrome C",598.6611,191.38,0.39,2304.21451304348,269.115074561214,262.61001018791,275.620138934519,216.942287407388,321.28786171504
"1164","Cytochrome C",618.9162,190.81,0.02,2324.55710869565,269.327822288613,262.801835700785,275.85380887644,217.152422358741,321.503222218485
"1165","Cytochrome C",711.6521,186.12,0.87,2344.89970434783,269.536536627086,262.989970425334,276.083102828839,217.358558648522,321.71451460565
"1166","Cytochrome C",568.6789,185.08,0.46,2365.2423,269.741328048286,263.174517491639,276.308138604933,217.560806224674,321.921849871898
"1167","Cytochrome C",541.4224,179.01,0.47,2385.58489565217,269.942303082638,263.355576251851,276.529029913425,217.759271096742,322.125335068533
"1168","Cytochrome C",516.536,173.93,0.99,2405.92749130435,270.139564492063,263.533242451505,276.74588653262,217.954055509193,322.325073474932
"1169","Cytochrome C",493.7235,170.08,0.58,2426.27008695652,270.33321143374,263.707608391567,276.958814475913,218.145258105697,322.521164761783
"1933","holo-Myoglobin",2509.1709,266.12,1.66,2446.6126826087,270.523339615454,263.878763081793,277.167916149116,218.332974084935,322.713705145974
"1934","holo-Myoglobin",2927.1981,250.53,1.64,2466.95527826087,270.710041443024,264.046792385943,277.373290500104,218.517295348434,322.902787537613
"1935","holo-Myoglobin",2509.1709,242.44,1.7,2487.29787391304,270.893406160272,264.211779159352,277.575033161193,218.698310640894,323.088501679651
