"","Compound","m/z","CCS/z","rsd","X curve","Y curve","CI lo","CI hi","PI lo","PI hi"
"3693","URIDINE DIPHOSPHATE GLUCURONIC ACID",603.0207,211,0,568.17927398374,208.944395770514,207.243666137766,210.645125403262,196.171924578373,221.716866962655
"3694","URIDINE DIPHOSPHATE GLUCURONIC ACID",601.0086,204.6,0.1,570.959746341463,209.522590101406,207.795563210778,211.249616992034,196.74659069035,222.298589512463
"3695","URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE",628.0567,228.2,0.1,573.740218699187,210.097557342256,208.344072667131,211.851042017381,197.317954548105,222.877160136407
"3696","URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE",646.0325,227.1,0,576.520691056911,210.669126300801,208.889050029707,212.449202571895,197.885847746326,223.452404855275
"3697","URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE",606.0748,223.9,0.1,579.301163414634,211.237130149961,209.430354173371,213.04390612655,198.450106317185,224.024153982736
"3698","URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE",630.0673,218.1,0,582.081635772358,211.801406599285,209.967847507857,213.634965690712,199.010570895073,224.592242303496
"3699","URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE",608.0861,216.2,0,584.862108130081,212.361798054555,210.501396151479,214.222199957632,199.567086869408,225.156509239703
"3700","URIDINE DIPHOSPHATE-N-ACETYLGLUCOSAMINE",628.0566,227.9,0.1,587.642580487805,212.918151765302,211.030870094845,214.805433435759,200.119504525299,225.716799005304
"3701","URIDINE DIPHOSPHATE-N-ACETYLGLUCOSAMINE",606.074,224,0.1,590.423052845528,213.470319960033,211.556143353934,215.384496566132,200.66767917191,226.272960748156
"3702","URIDINE DIPHOSPHATE-N-ACETYLGLUCOSAMINE",630.0679,218.1,0,593.203525203252,214.018159969057,212.077094112004,215.959225826109,201.211471258395,226.824848679719
"3703","URIDINE DIPHOSPHATE-N-ACETYLGLUCOSAMINE",608.0864,210.5,0.1,595.983997560976,214.561534334778,212.59360484989,216.529463819665,201.750746477356,227.3723221922
"3704","URIDINE DIPHOSPHATEGALACTOSE",605.0065,216.1,0,598.764469918699,215.100310909453,213.105562464413,217.095059354493,202.285375855799,227.915245963107
"3705","URIDINE DIPHOSPHATEGALACTOSE",587.0295,215.7,0.1,601.544942276423,215.634362940395,213.612858374665,217.655867506124,202.81523583362,228.453490047169
"3706","URIDINE DIPHOSPHATEGALACTOSE",589.0419,210.5,0,604.325414634146,216.163569142685,214.11538861606,218.211749669309,203.340208329699,228.98692995567
"3707","URIDINE DIPHOSPHATEGALACTOSE",565.0467,208.9,0.1,607.10588699187,216.687813759494,214.613053922101,218.762573596887,203.860180795722,229.515446723265
"3708","URIDINE MONOPHOSPHATE",347.024,172.3,0.1,609.886359349593,217.206986610147,215.105759793887,219.308213426407,204.375046257896,230.038926962399
"3709","URIDINE MONOPHOSPHATE",325.0424,165.7,0.2,612.666831707317,217.720983126122,215.593416557479,219.848549694764,204.884703346747,230.557262905496
"3710","URIDINE MONOPHOSPHATE",345.0122,163.6,0.2,615.447304065041,218.229704375194,216.075939409249,220.383469341138,205.389056315267,231.07035243512
"3711","URIDINE MONOPHOSPHATE",323.0317,161.2,0.2,618.227776422764,218.733057073995,216.553248449445,220.912865698545,205.888015045647,231.578099102343
"3712","URIDINE TRIPHOSPHATE",504.9426,190.2,0,621.008248780488,219.230953589274,217.025268704212,221.436638474336,206.38149504494,232.080412133609
"3713","URIDINE TRIPHOSPHATE",504.9426,190.2,0,623.788721138211,219.723311928178,217.491930136383,221.954693719973,206.869417429968,232.577206426389
"3714","URIDINE TRIPHOSPHATE",506.9545,188.8,0.2,626.569193495935,220.210055717914,217.953167645356,222.466943790473,207.35170890184,233.068402533988
"3715","URIDINE TRIPHOSPHATE",506.9545,188.8,0.2,629.349665853659,220.691114175166,218.40892105644,222.973307293892,207.828301710486,233.553926639846
"3716","URIDINE TRIPHOSPHATE",484.9755,187,0.1,632.130138211382,221.166422065669,218.859135100064,223.473709031275,208.299133609587,234.033710521752
"3717","URIDINE TRIPHOSPHATE",484.9755,187,0.1,634.910610569106,221.635919654364,219.303759381259,223.968079927469,208.764147802369,234.50769150636
"3718","URIDINE TRIPHOSPHATE",482.9611,180.2,0,637.691082926829,222.099552646569,219.742748339867,224.45635695327,209.223292878668,234.97581241447
"3719","URIDINE TRIPHOSPHATE",482.9611,180.2,0,640.471555284553,222.557272120628,220.176061201928,224.938483039329,209.676522743759,235.438021497497
"3720","URIDINE TRIPHOSPHATE",482.9623,180.1,0.1,643.252027642277,223.009034452506,220.603661922714,225.414406982297,210.123796539396,235.894272365616
"3721","URIDINE TRIPHOSPHATE",482.9623,180.1,0.1,646.0325,223.454801232792,221.025519121896,225.884083343687,210.565078557548,236.344523908035
